"","REG","PROV","NOME_REGIONE","NOME_PROVINCIA","NOME_COMUNE","COD_PROVCOM","TIPO_COMUNE","CL_ETA","GE","M_15","M_16","M_17","M_18","M_19","M_20","F_15","F_16","F_17","F_18","F_19","F_20","T_15","T_16","T_17","T_18","T_19","T_20"
"589",3,98,"Lombardia","Lodi","Codogno",98019,1,15,317,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"590",3,98,"Lombardia","Lodi","Codogno",98019,1,15,318,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"591",3,98,"Lombardia","Lodi","Codogno",98019,1,15,319,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"592",3,98,"Lombardia","Lodi","Codogno",98019,1,15,321,0,0,0,0,1,"1",0,0,0,0,0,"0",0,0,0,0,1,"1"
"593",3,98,"Lombardia","Lodi","Codogno",98019,1,15,322,0,0,0,0,0,"2",0,0,0,0,0,"0",0,0,0,0,0,"2"
"594",3,98,"Lombardia","Lodi","Codogno",98019,1,15,323,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"595",3,98,"Lombardia","Lodi","Codogno",98019,1,15,324,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"596",3,98,"Lombardia","Lodi","Codogno",98019,1,15,325,0,0,0,0,0,"0",0,0,0,1,0,"1",0,0,0,1,0,"1"
"597",3,98,"Lombardia","Lodi","Codogno",98019,1,15,326,0,0,0,0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"2"
"598",3,98,"Lombardia","Lodi","Codogno",98019,1,15,328,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"599",3,98,"Lombardia","Lodi","Codogno",98019,1,15,331,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"600",3,98,"Lombardia","Lodi","Codogno",98019,1,15,401,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"601",3,98,"Lombardia","Lodi","Codogno",98019,1,15,404,1,0,0,0,0,"1",0,0,0,0,0,"0",1,0,0,0,0,"1"
"602",3,98,"Lombardia","Lodi","Codogno",98019,1,15,405,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"603",3,98,"Lombardia","Lodi","Codogno",98019,1,15,406,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"604",3,98,"Lombardia","Lodi","Codogno",98019,1,15,408,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"605",3,98,"Lombardia","Lodi","Codogno",98019,1,15,409,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"606",3,98,"Lombardia","Lodi","Codogno",98019,1,15,417,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"607",3,98,"Lombardia","Lodi","Codogno",98019,1,15,418,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"608",3,98,"Lombardia","Lodi","Codogno",98019,1,15,420,0,0,0,0,1,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d."
"609",3,98,"Lombardia","Lodi","Codogno",98019,1,15,423,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"610",3,98,"Lombardia","Lodi","Codogno",98019,1,15,428,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"611",3,98,"Lombardia","Lodi","Codogno",98019,1,16,101,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"612",3,98,"Lombardia","Lodi","Codogno",98019,1,16,102,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"613",3,98,"Lombardia","Lodi","Codogno",98019,1,16,103,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"614",3,98,"Lombardia","Lodi","Codogno",98019,1,16,105,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"615",3,98,"Lombardia","Lodi","Codogno",98019,1,16,108,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"616",3,98,"Lombardia","Lodi","Codogno",98019,1,16,110,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"617",3,98,"Lombardia","Lodi","Codogno",98019,1,16,111,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"618",3,98,"Lombardia","Lodi","Codogno",98019,1,16,113,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"619",3,98,"Lombardia","Lodi","Codogno",98019,1,16,115,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"620",3,98,"Lombardia","Lodi","Codogno",98019,1,16,118,0,1,0,0,0,"0",1,0,0,0,0,"0",1,1,0,0,0,"0"
"621",3,98,"Lombardia","Lodi","Codogno",98019,1,16,119,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"622",3,98,"Lombardia","Lodi","Codogno",98019,1,16,120,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"623",3,98,"Lombardia","Lodi","Codogno",98019,1,16,123,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"624",3,98,"Lombardia","Lodi","Codogno",98019,1,16,125,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"625",3,98,"Lombardia","Lodi","Codogno",98019,1,16,127,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"626",3,98,"Lombardia","Lodi","Codogno",98019,1,16,131,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"627",3,98,"Lombardia","Lodi","Codogno",98019,1,16,202,0,0,0,0,0,"0",1,0,0,1,0,"0",1,0,0,1,0,"0"
"628",3,98,"Lombardia","Lodi","Codogno",98019,1,16,203,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"629",3,98,"Lombardia","Lodi","Codogno",98019,1,16,205,0,1,0,0,0,"0",0,1,0,0,0,"1",0,2,0,0,0,"1"
"630",3,98,"Lombardia","Lodi","Codogno",98019,1,16,212,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"631",3,98,"Lombardia","Lodi","Codogno",98019,1,16,214,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"632",3,98,"Lombardia","Lodi","Codogno",98019,1,16,217,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"633",3,98,"Lombardia","Lodi","Codogno",98019,1,16,221,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"634",3,98,"Lombardia","Lodi","Codogno",98019,1,16,222,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"635",3,98,"Lombardia","Lodi","Codogno",98019,1,16,223,0,0,0,0,0,"0",0,0,1,0,1,"0",0,0,1,0,1,"0"
"636",3,98,"Lombardia","Lodi","Codogno",98019,1,16,225,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"637",3,98,"Lombardia","Lodi","Codogno",98019,1,16,226,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"638",3,98,"Lombardia","Lodi","Codogno",98019,1,16,227,0,0,0,0,0,"1",0,0,1,0,0,"0",0,0,1,0,0,"1"
"639",3,98,"Lombardia","Lodi","Codogno",98019,1,16,228,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"640",3,98,"Lombardia","Lodi","Codogno",98019,1,16,302,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"641",3,98,"Lombardia","Lodi","Codogno",98019,1,16,303,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"642",3,98,"Lombardia","Lodi","Codogno",98019,1,16,304,0,0,0,0,0,"0",0,1,1,0,0,"1",0,1,1,0,0,"1"
"643",3,98,"Lombardia","Lodi","Codogno",98019,1,16,305,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"644",3,98,"Lombardia","Lodi","Codogno",98019,1,16,306,0,0,0,0,1,"1",0,0,0,0,0,"1",0,0,0,0,1,"2"
"645",3,98,"Lombardia","Lodi","Codogno",98019,1,16,308,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"646",3,98,"Lombardia","Lodi","Codogno",98019,1,16,310,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"647",3,98,"Lombardia","Lodi","Codogno",98019,1,16,311,0,0,0,0,0,"2",0,0,0,0,0,"0",0,0,0,0,0,"2"
"648",3,98,"Lombardia","Lodi","Codogno",98019,1,16,312,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"649",3,98,"Lombardia","Lodi","Codogno",98019,1,16,313,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"650",3,98,"Lombardia","Lodi","Codogno",98019,1,16,315,0,0,0,0,0,"0",0,0,0,0,0,"2",0,0,0,0,0,"2"
"651",3,98,"Lombardia","Lodi","Codogno",98019,1,16,319,0,0,0,0,0,"0",1,0,0,0,0,"1",1,0,0,0,0,"1"
"652",3,98,"Lombardia","Lodi","Codogno",98019,1,16,324,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"653",3,98,"Lombardia","Lodi","Codogno",98019,1,16,325,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"654",3,98,"Lombardia","Lodi","Codogno",98019,1,16,327,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"655",3,98,"Lombardia","Lodi","Codogno",98019,1,16,329,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"656",3,98,"Lombardia","Lodi","Codogno",98019,1,16,331,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"657",3,98,"Lombardia","Lodi","Codogno",98019,1,16,403,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"658",3,98,"Lombardia","Lodi","Codogno",98019,1,16,404,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"659",3,98,"Lombardia","Lodi","Codogno",98019,1,16,405,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"660",3,98,"Lombardia","Lodi","Codogno",98019,1,16,406,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"661",3,98,"Lombardia","Lodi","Codogno",98019,1,16,408,0,0,0,0,0,"0",1,0,0,0,0,"1",1,0,0,0,0,"1"
"662",3,98,"Lombardia","Lodi","Codogno",98019,1,16,409,0,0,0,0,0,"1",0,0,0,0,1,"0",0,0,0,0,1,"1"
"663",3,98,"Lombardia","Lodi","Codogno",98019,1,16,411,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"664",3,98,"Lombardia","Lodi","Codogno",98019,1,16,414,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"665",3,98,"Lombardia","Lodi","Codogno",98019,1,16,416,0,1,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"666",3,98,"Lombardia","Lodi","Codogno",98019,1,16,420,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"667",3,98,"Lombardia","Lodi","Codogno",98019,1,16,421,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"668",3,98,"Lombardia","Lodi","Codogno",98019,1,16,422,0,0,0,0,0,"n.d.",0,1,0,0,0,"n.d.",0,1,0,0,0,"n.d."
"669",3,98,"Lombardia","Lodi","Codogno",98019,1,16,430,0,0,0,1,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,1,0,"n.d."
"670",3,98,"Lombardia","Lodi","Codogno",98019,1,17,105,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"671",3,98,"Lombardia","Lodi","Codogno",98019,1,17,106,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"672",3,98,"Lombardia","Lodi","Codogno",98019,1,17,108,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"673",3,98,"Lombardia","Lodi","Codogno",98019,1,17,111,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"674",3,98,"Lombardia","Lodi","Codogno",98019,1,17,114,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"675",3,98,"Lombardia","Lodi","Codogno",98019,1,17,116,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"676",3,98,"Lombardia","Lodi","Codogno",98019,1,17,117,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"677",3,98,"Lombardia","Lodi","Codogno",98019,1,17,118,0,0,0,0,0,"1",0,0,1,0,0,"0",0,0,1,0,0,"1"
"678",3,98,"Lombardia","Lodi","Codogno",98019,1,17,121,0,1,0,0,0,"0",0,0,1,0,0,"1",0,1,1,0,0,"1"
"679",3,98,"Lombardia","Lodi","Codogno",98019,1,17,122,1,1,0,0,0,"0",0,0,0,0,0,"0",1,1,0,0,0,"0"
"680",3,98,"Lombardia","Lodi","Codogno",98019,1,17,129,0,0,0,0,0,"0",0,0,0,0,1,"1",0,0,0,0,1,"1"
"681",3,98,"Lombardia","Lodi","Codogno",98019,1,17,130,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"682",3,98,"Lombardia","Lodi","Codogno",98019,1,17,202,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"683",3,98,"Lombardia","Lodi","Codogno",98019,1,17,204,0,0,1,0,0,"0",0,1,0,0,0,"0",0,1,1,0,0,"0"
"684",3,98,"Lombardia","Lodi","Codogno",98019,1,17,205,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"685",3,98,"Lombardia","Lodi","Codogno",98019,1,17,206,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"686",3,98,"Lombardia","Lodi","Codogno",98019,1,17,207,0,0,0,0,0,"0",1,0,0,0,0,"1",1,0,0,0,0,"1"
"687",3,98,"Lombardia","Lodi","Codogno",98019,1,17,209,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"688",3,98,"Lombardia","Lodi","Codogno",98019,1,17,211,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"689",3,98,"Lombardia","Lodi","Codogno",98019,1,17,216,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"690",3,98,"Lombardia","Lodi","Codogno",98019,1,17,217,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"691",3,98,"Lombardia","Lodi","Codogno",98019,1,17,220,0,0,0,0,0,"0",0,1,0,0,1,"0",0,1,0,0,1,"0"
"692",3,98,"Lombardia","Lodi","Codogno",98019,1,17,222,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"693",3,98,"Lombardia","Lodi","Codogno",98019,1,17,223,0,0,0,0,0,"0",0,0,1,0,0,"1",0,0,1,0,0,"1"
"694",3,98,"Lombardia","Lodi","Codogno",98019,1,17,226,0,0,0,0,0,"1",0,0,1,0,0,"0",0,0,1,0,0,"1"
"695",3,98,"Lombardia","Lodi","Codogno",98019,1,17,227,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"696",3,98,"Lombardia","Lodi","Codogno",98019,1,17,228,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"697",3,98,"Lombardia","Lodi","Codogno",98019,1,17,229,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"698",3,98,"Lombardia","Lodi","Codogno",98019,1,17,303,0,0,0,0,0,"2",0,0,0,0,0,"1",0,0,0,0,0,"3"
"699",3,98,"Lombardia","Lodi","Codogno",98019,1,17,306,0,0,0,0,0,"2",0,0,0,0,0,"0",0,0,0,0,0,"2"
"700",3,98,"Lombardia","Lodi","Codogno",98019,1,17,307,0,0,0,0,0,"0",0,0,0,0,0,"2",0,0,0,0,0,"2"
"701",3,98,"Lombardia","Lodi","Codogno",98019,1,17,308,0,1,0,0,0,"0",0,0,0,0,1,"1",0,1,0,0,1,"1"
"702",3,98,"Lombardia","Lodi","Codogno",98019,1,17,309,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"703",3,98,"Lombardia","Lodi","Codogno",98019,1,17,310,0,0,0,0,0,"1",0,0,0,1,0,"1",0,0,0,1,0,"2"
"704",3,98,"Lombardia","Lodi","Codogno",98019,1,17,311,0,0,0,0,0,"2",0,0,0,0,0,"1",0,0,0,0,0,"3"
"705",3,98,"Lombardia","Lodi","Codogno",98019,1,17,312,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"706",3,98,"Lombardia","Lodi","Codogno",98019,1,17,313,0,1,0,0,0,"0",0,0,0,0,0,"1",0,1,0,0,0,"1"
"707",3,98,"Lombardia","Lodi","Codogno",98019,1,17,314,0,0,1,0,0,"1",1,0,0,0,1,"0",1,0,1,0,1,"1"
"708",3,98,"Lombardia","Lodi","Codogno",98019,1,17,315,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"709",3,98,"Lombardia","Lodi","Codogno",98019,1,17,316,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"710",3,98,"Lombardia","Lodi","Codogno",98019,1,17,317,0,0,0,0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"2"
"711",3,98,"Lombardia","Lodi","Codogno",98019,1,17,319,1,0,0,0,0,"1",0,0,0,0,0,"0",1,0,0,0,0,"1"
"712",3,98,"Lombardia","Lodi","Codogno",98019,1,17,322,0,1,0,0,0,"0",0,0,0,0,0,"0",0,1,0,0,0,"0"
"713",3,98,"Lombardia","Lodi","Codogno",98019,1,17,326,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"714",3,98,"Lombardia","Lodi","Codogno",98019,1,17,327,1,0,0,0,0,"0",0,0,0,0,1,"0",1,0,0,0,1,"0"
"715",3,98,"Lombardia","Lodi","Codogno",98019,1,17,330,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"716",3,98,"Lombardia","Lodi","Codogno",98019,1,17,331,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"717",3,98,"Lombardia","Lodi","Codogno",98019,1,17,402,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"718",3,98,"Lombardia","Lodi","Codogno",98019,1,17,403,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"719",3,98,"Lombardia","Lodi","Codogno",98019,1,17,407,0,1,0,0,0,"0",0,0,0,0,0,"1",0,1,0,0,0,"1"
"720",3,98,"Lombardia","Lodi","Codogno",98019,1,17,411,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"721",3,98,"Lombardia","Lodi","Codogno",98019,1,17,413,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"722",3,98,"Lombardia","Lodi","Codogno",98019,1,17,414,0,0,0,0,0,"1",0,0,0,0,0,"1",0,0,0,0,0,"2"
"723",3,98,"Lombardia","Lodi","Codogno",98019,1,17,417,1,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",1,0,1,0,0,"n.d."
"724",3,98,"Lombardia","Lodi","Codogno",98019,1,17,418,0,0,1,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d."
"725",3,98,"Lombardia","Lodi","Codogno",98019,1,17,421,0,0,0,0,0,"n.d.",0,0,1,0,0,"n.d.",0,0,1,0,0,"n.d."
"726",3,98,"Lombardia","Lodi","Codogno",98019,1,17,422,0,0,0,0,0,"n.d.",0,0,0,0,1,"n.d.",0,0,0,0,1,"n.d."
"727",3,98,"Lombardia","Lodi","Codogno",98019,1,17,424,0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",0,0,0,0,0,"n.d."
"728",3,98,"Lombardia","Lodi","Codogno",98019,1,17,426,0,1,0,0,0,"n.d.",0,0,0,1,0,"n.d.",0,1,0,1,0,"n.d."
"729",3,98,"Lombardia","Lodi","Codogno",98019,1,17,430,1,0,0,0,0,"n.d.",0,0,0,0,0,"n.d.",1,0,0,0,0,"n.d."
"730",3,98,"Lombardia","Lodi","Codogno",98019,1,18,101,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"731",3,98,"Lombardia","Lodi","Codogno",98019,1,18,104,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"732",3,98,"Lombardia","Lodi","Codogno",98019,1,18,105,2,0,0,0,0,"0",0,0,0,1,0,"0",2,0,0,1,0,"0"
"733",3,98,"Lombardia","Lodi","Codogno",98019,1,18,106,0,0,0,1,0,"0",0,0,1,0,0,"1",0,0,1,1,0,"1"
"734",3,98,"Lombardia","Lodi","Codogno",98019,1,18,107,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"735",3,98,"Lombardia","Lodi","Codogno",98019,1,18,108,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"736",3,98,"Lombardia","Lodi","Codogno",98019,1,18,109,1,0,0,0,0,"0",1,0,1,0,0,"0",2,0,1,0,0,"0"
"737",3,98,"Lombardia","Lodi","Codogno",98019,1,18,110,0,0,0,0,0,"0",0,0,0,0,1,"0",0,0,0,0,1,"0"
"738",3,98,"Lombardia","Lodi","Codogno",98019,1,18,111,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"739",3,98,"Lombardia","Lodi","Codogno",98019,1,18,112,0,0,0,0,0,"0",0,0,1,1,0,"0",0,0,1,1,0,"0"
"740",3,98,"Lombardia","Lodi","Codogno",98019,1,18,114,0,0,0,0,0,"0",0,1,1,0,0,"0",0,1,1,0,0,"0"
"741",3,98,"Lombardia","Lodi","Codogno",98019,1,18,115,0,0,0,0,0,"0",0,0,1,0,0,"0",0,0,1,0,0,"0"
"742",3,98,"Lombardia","Lodi","Codogno",98019,1,18,116,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"743",3,98,"Lombardia","Lodi","Codogno",98019,1,18,118,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"744",3,98,"Lombardia","Lodi","Codogno",98019,1,18,119,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"745",3,98,"Lombardia","Lodi","Codogno",98019,1,18,123,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"746",3,98,"Lombardia","Lodi","Codogno",98019,1,18,130,0,0,0,1,0,"0",0,0,0,0,0,"0",0,0,0,1,0,"0"
"747",3,98,"Lombardia","Lodi","Codogno",98019,1,18,131,1,0,0,0,0,"0",0,0,0,0,1,"1",1,0,0,0,1,"1"
"748",3,98,"Lombardia","Lodi","Codogno",98019,1,18,201,0,0,0,0,0,"0",0,0,0,2,0,"0",0,0,0,2,0,"0"
"749",3,98,"Lombardia","Lodi","Codogno",98019,1,18,203,0,0,0,0,0,"0",0,0,1,0,0,"1",0,0,1,0,0,"1"
"750",3,98,"Lombardia","Lodi","Codogno",98019,1,18,204,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"751",3,98,"Lombardia","Lodi","Codogno",98019,1,18,206,0,0,0,0,1,"0",0,0,0,0,0,"0",0,0,0,0,1,"0"
"752",3,98,"Lombardia","Lodi","Codogno",98019,1,18,207,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"753",3,98,"Lombardia","Lodi","Codogno",98019,1,18,208,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"754",3,98,"Lombardia","Lodi","Codogno",98019,1,18,209,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"755",3,98,"Lombardia","Lodi","Codogno",98019,1,18,210,1,0,0,1,0,"0",0,0,0,0,0,"0",1,0,0,1,0,"0"
"756",3,98,"Lombardia","Lodi","Codogno",98019,1,18,211,1,0,0,0,0,"0",0,0,0,0,0,"0",1,0,0,0,0,"0"
"757",3,98,"Lombardia","Lodi","Codogno",98019,1,18,215,0,0,0,1,1,"0",0,0,0,0,0,"0",0,0,0,1,1,"0"
"758",3,98,"Lombardia","Lodi","Codogno",98019,1,18,216,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"759",3,98,"Lombardia","Lodi","Codogno",98019,1,18,217,0,0,1,0,0,"0",0,0,0,0,0,"0",0,0,1,0,0,"0"
"760",3,98,"Lombardia","Lodi","Codogno",98019,1,18,223,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"761",3,98,"Lombardia","Lodi","Codogno",98019,1,18,224,0,1,0,0,0,"1",0,0,0,0,2,"0",0,1,0,0,2,"1"
"762",3,98,"Lombardia","Lodi","Codogno",98019,1,18,227,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,"1"
"763",3,98,"Lombardia","Lodi","Codogno",98019,1,18,229,0,0,0,0,0,"0",0,1,0,0,0,"0",0,1,0,0,0,"0"
"764",3,98,"Lombardia","Lodi","Codogno",98019,1,18,301,0,0,0,0,0,"1",1,0,0,1,0,"0",1,0,0,1,0,"1"
"765",3,98,"Lombardia","Lodi","Codogno",98019,1,18,302,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"766",3,98,"Lombardia","Lodi","Codogno",98019,1,18,303,0,0,0,0,0,"0",0,0,0,1,0,"0",0,0,0,1,0,"0"
"767",3,98,"Lombardia","Lodi","Codogno",98019,1,18,304,0,0,0,0,0,"0",0,1,1,0,0,"0",0,1,1,0,0,"0"
"768",3,98,"Lombardia","Lodi","Codogno",98019,1,18,305,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"769",3,98,"Lombardia","Lodi","Codogno",98019,1,18,306,0,0,0,0,0,"1",1,1,1,1,0,"2",1,1,1,1,0,"3"
"770",3,98,"Lombardia","Lodi","Codogno",98019,1,18,307,0,0,0,0,0,"1",0,0,0,2,1,"2",0,0,0,2,1,"3"
"771",3,98,"Lombardia","Lodi","Codogno",98019,1,18,308,0,0,0,1,0,"2",0,0,1,0,0,"0",0,0,1,1,0,"2"
"772",3,98,"Lombardia","Lodi","Codogno",98019,1,18,309,1,0,0,0,0,"0",0,0,0,0,0,"1",1,0,0,0,0,"1"
"773",3,98,"Lombardia","Lodi","Codogno",98019,1,18,310,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
"774",3,98,"Lombardia","Lodi","Codogno",98019,1,18,311,0,0,0,0,0,"0",0,0,0,0,0,"1",0,0,0,0,0,"1"
"775",3,98,"Lombardia","Lodi","Codogno",98019,1,18,312,0,0,0,0,0,"0",1,0,0,0,0,"0",1,0,0,0,0,"0"
